age,employment_type,employment_length_years,annual_income,income_stability_score,loan_amount,loan_term_months,interest_rate,loan_type,emi,total_existing_loans,total_debt,debt_to_income_ratio,credit_score,credit_utilization_ratio,emi_to_income_ratio,loan_to_income_ratio,num_credit_inquiries,late_payment_count,default_history,repayment_history_score,credit_history_length_years,job_stability_score,spending_to_income_ratio,credit_risk_score,loan_status
1.6940871401792057,-0.7390738964802849,1.5415769429975605,-0.45082822354546287,1.6070746304439514,-0.36588340448967793,-0.19542703159397634,-1.5128255185961874,-0.6898818445945565,-0.582169291810701,0.00996650927614688,-0.5230131935013008,-0.5041278548726653,0.9478144899045013,0.43167283527246125,-0.5611485490876946,-0.30078248708663935,-0.020059850050697166,-1.2474974078573853,-0.263012671865543,0.8142764827323622,1.829269573203685,1.598031733735976,1.1681083217632657,-0.9209443461255619,0
0.7995149496043612,0.7570271085405348,-0.9153543062016626,0.2108092480059088,-1.331979192606435,-0.32413598175894254,-0.3555343817447025,-0.4578316018891985,1.0232590657470293,-0.35203086402509876,0.00996650927614688,-0.4513840112317154,-0.6388827571034515,0.750022737061381,2.17347665888655,-0.6160934945454831,-0.44306707371022985,-0.5948406537956028,1.2158029433386628,-0.263012671865543,-2.207861767600658,-1.064406644854856,-1.038085322717779,-1.4162097899825237,-0.7614867253252897,0
-0.4528861172004211,-0.7390738964802849,-0.9153543062016626,-0.45082822354546287,-0.3096996019802136,-0.4815353687151253,-0.5156417318954286,-0.5577603304739359,-0.6898818445945565,-0.5196783685846413,0.00996650927614688,-0.6005627493085276,-0.633742237868865,0.46039093714404894,0.15682080826188202,-0.44604382903826234,-0.48440410197411526,1.7042825611840198,3.679103294534711,3.8020981761335766,-3.182773501064251,-1.225166434746997,-1.038085322717779,0.8982107925865087,-0.7631710533858802,1
-1.0790866506028123,2.2531281135613543,-1.4067405560415072,-0.45082822354546287,-1.715334039091268,-0.2023675642528061,-0.5156417318954286,0.4760721311409654,-1.5464522997653494,0.21418289592148596,0.7269815651140508,-0.3844312164336555,-0.2725054133893515,0.24761216461562685,-0.41756577876423395,0.9056868071139409,-0.041166986000576465,-1.1696214575405084,-1.2474974078573853,-0.263012671865543,1.27685529439874,-1.5466860145312793,-1.213826459814696,-0.1970162650627281,-0.39941231625273793,1
0.08385719714448563,-0.7390738964802849,-1.0791497228149443,-0.052938106465559444,-0.4374845508084913,-0.0728683981398228,-0.19542703159397634,1.565159841793492,-1.5464522997653494,0.009016650396056368,0.00996650927614688,0.10853167753888861,0.17916349903656437,-1.0196083735337649,1.446123114764362,0.05892351100192388,-0.0628726103553142,-1.1696214575405084,-1.2474974078573853,-0.263012671865543,0.2617071611945282,-1.064406644854856,-1.213826459814696,1.0936457629915044,0.8662138040989694,1
1.6940871401792057,-0.7390738964802849,-0.5877634729750996,-0.2355850595258783,-0.05412970432365829,-0.48946577367597793,-0.19542703159397634,-1.048410164444251,-0.6898818445945565,-0.7723161082369111,-1.4240636023996607,-0.5088941616848117,-0.5728828388386901,0.5105686909289217,-0.12208893744734342,-1.0100540006250178,-0.5494272371269281,-0.020059850050697166,0.3947028262733134,-0.263012671865543,-0.2663442359111643,-0.7428870650705736,-0.686603048523945,-0.898298668696676,-0.7681014853539667,0
-0.09505724097048328,0.7570271085405348,-0.751558889588381,-0.34004447592829323,-1.2041942437781572,0.5097308213170272,3.006719971420547,0.2730204590789927,0.16668861057623638,-0.2333756051523849,-0.707048546561757,0.4113428752815898,0.9000930769715503,0.13355960786414928,-0.5047605393219837,-0.04172410865816508,0.9505330307184549,-1.1696214575405084,0.3947028262733134,-0.263012671865543,-0.05790367288468023,-1.064406644854856,-0.862344185620862,-1.0798651980697165,0.5982917960633118,1
0.2627716352594545,-0.7390738964802849,0.23121361009130822,-0.45082822354546287,0.5847950398177301,-0.42810438702534814,-0.5156417318954286,-0.6674514340273937,-0.6898818445945565,-0.38732005398216585,1.4439966209519546,-0.4315088779167358,-0.3511898363047021,2.016306316473619,0.09979556537897649,-0.2022473548940084,-0.3995712743727206,-0.020059850050697166,1.2158029433386628,-0.263012671865543,-1.0783312444297952,0.38243146417441454,0.19210263696063992,0.37896297219458763,-1.4530710725450622,0
-0.8107149934303589,2.2531281135613543,-1.4067405560415072,-0.45082822354546287,-1.715334039091268,1.3136090936886942,2.206183220666916,1.138466746440892,0.16668861057623638,0.612696814992352,0.00996650927614688,1.284960689992606,2.517674358473708,-1.2961086242408695,2.0118560852269307,1.6397267399937496,2.3657621476914485,-1.7444022612854142,-0.42639729079203603,-0.263012671865543,-0.7375735159391378,-1.064406644854856,-1.213826459814696,0.13706615975519146,2.948980196115202,1
-0.8107149934303589,-0.7390738964802849,-0.09637722313525487,0.009663529665603344,0.3292251421611747,1.7030594710331364,3.006719971420547,0.36036515985962453,0.16668861057623638,0.6962638792463731,2.161011676789858,1.668207548293873,2.1241623369687583,-0.7231977394374324,-0.7439262780572401,0.9688235314282577,2.0619972053693556,1.7042825611840198,-0.42639729079203603,-0.263012671865543,0.763496395095395,0.06091188439013225,-0.15937963723319407,1.7752207811511969,2.058873153000496,1
